Region,Country,State,City,Month,Day,Year,AvgTemperature
North America,US,Alaska,Anchorage,1,1,2019,0
North America,US,Alaska,Anchorage,1,2,2019,0
North America,US,Alaska,Anchorage,1,3,2019,0
North America,US,Alaska,Anchorage,1,4,2019,0
North America,US,Alaska,Anchorage,1,5,2019,0
North America,US,Alaska,Anchorage,1,6,2019,0
North America,US,Alaska,Anchorage,1,7,2019,0
North America,US,Alaska,Anchorage,1,8,2019,0
North America,US,Alaska,Anchorage,1,9,2019,0
North America,US,Alaska,Anchorage,1,10,2019,0
North America,US,Alaska,Anchorage,1,11,2019,0
North America,US,Alaska,Anchorage,1,12,2019,0
North America,US,Alaska,Anchorage,1,13,2019,0
North America,US,Alaska,Anchorage,1,14,2019,0
North America,US,Alaska,Anchorage,1,15,2019,0
North America,US,Alaska,Anchorage,1,16,2019,0
North America,US,Alaska,Anchorage,1,17,2019,0
North America,US,Alaska,Anchorage,1,18,2019,0
North America,US,Alaska,Anchorage,1,19,2019,0
North America,US,Alaska,Anchorage,1,20,2019,0
North America,US,Alaska,Anchorage,1,21,2019,0
North America,US,Alaska,Anchorage,1,22,2019,0
North America,US,Alaska,Anchorage,1,23,2019,0
North America,US,Alaska,Anchorage,1,24,2019,0
North America,US,Alaska,Anchorage,1,25,2019,0
North America,US,Alaska,Anchorage,1,26,2019,0
North America,US,Alaska,Anchorage,1,27,2019,0
North America,US,Alaska,Anchorage,1,28,2019,0
North America,US,Alaska,Anchorage,1,29,2019,0
North America,US,Alaska,Anchorage,1,30,2019,0
North America,US,Alaska,Anchorage,1,31,2019,0
North America,US,Alaska,Anchorage,2,1,2019,0
North America,US,Alaska,Anchorage,2,2,2019,0
North America,US,Alaska,Anchorage,2,3,2019,0
North America,US,Alaska,Anchorage,2,4,2019,0
North America,US,Alaska,Anchorage,2,5,2019,0
North America,US,Alaska,Anchorage,2,6,2019,0
North America,US,Alaska,Anchorage,2,7,2019,0
North America,US,Alaska,Anchorage,2,8,2019,0
North America,US,Alaska,Anchorage,2,9,2019,0
North America,US,Alaska,Anchorage,2,10,2019,0
North America,US,Alaska,Anchorage,2,11,2019,0
North America,US,Alaska,Anchorage,2,12,2019,0
North America,US,Alaska,Anchorage,2,13,2019,0
North America,US,Alaska,Anchorage,2,14,2019,0
North America,US,Alaska,Anchorage,2,15,2019,0
North America,US,Alaska,Anchorage,2,16,2019,0
North America,US,Alaska,Anchorage,2,17,2019,0
North America,US,Alaska,Anchorage,2,18,2019,0
North America,US,Alaska,Anchorage,2,19,2019,0
North America,US,Alaska,Anchorage,2,20,2019,0
North America,US,Alaska,Anchorage,2,21,2019,0
North America,US,Alaska,Anchorage,2,22,2019,0
North America,US,Alaska,Anchorage,2,23,2019,0
North America,US,Alaska,Anchorage,2,24,2019,0
North America,US,Alaska,Anchorage,2,25,2019,0
North America,US,Alaska,Anchorage,2,26,2019,0
North America,US,Alaska,Anchorage,2,27,2019,0
North America,US,Alaska,Anchorage,2,28,2019,0
North America,US,Alaska,Anchorage,3,1,2019,0
North America,US,Alaska,Anchorage,3,2,2019,0
North America,US,Alaska,Anchorage,3,3,2019,0
North America,US,Alaska,Anchorage,3,4,2019,0
North America,US,Alaska,Anchorage,3,5,2019,0
North America,US,Alaska,Anchorage,3,6,2019,0
North America,US,Alaska,Anchorage,3,7,2019,0
North America,US,Alaska,Anchorage,3,8,2019,0
North America,US,Alaska,Anchorage,3,9,2019,0
North America,US,Alaska,Anchorage,3,10,2019,0
North America,US,Alaska,Anchorage,3,11,2019,0
North America,US,Alaska,Anchorage,3,12,2019,0
North America,US,Alaska,Anchorage,3,13,2019,0
North America,US,Alaska,Anchorage,3,14,2019,0
North America,US,Alaska,Anchorage,3,15,2019,0
North America,US,Alaska,Anchorage,3,16,2019,0
North America,US,Alaska,Anchorage,3,17,2019,0
North America,US,Alaska,Anchorage,3,18,2019,0
North America,US,Alaska,Anchorage,3,19,2019,0
North America,US,Alaska,Anchorage,3,20,2019,0
North America,US,Alaska,Anchorage,3,21,2019,0
North America,US,Alaska,Anchorage,3,22,2019,0
North America,US,Alaska,Anchorage,3,23,2019,0
North America,US,Alaska,Anchorage,3,24,2019,0
North America,US,Alaska,Anchorage,3,25,2019,0
North America,US,Alaska,Anchorage,3,26,2019,0
North America,US,Alaska,Anchorage,3,27,2019,0
North America,US,Alaska,Anchorage,3,28,2019,0
North America,US,Alaska,Anchorage,3,29,2019,0
North America,US,Alaska,Anchorage,3,30,2019,0
North America,US,Alaska,Anchorage,3,31,2019,0
North America,US,Alaska,Anchorage,4,1,2019,0
North America,US,Alaska,Anchorage,4,2,2019,0
North America,US,Alaska,Anchorage,4,3,2019,0
North America,US,Alaska,Anchorage,4,4,2019,0
North America,US,Alaska,Anchorage,4,5,2019,0
North America,US,Alaska,Anchorage,4,6,2019,0
North America,US,Alaska,Anchorage,4,7,2019,0
North America,US,Alaska,Anchorage,4,8,2019,0
North America,US,Alaska,Anchorage,4,9,2019,0
North America,US,Alaska,Anchorage,4,10,2019,0
North America,US,Alaska,Anchorage,4,11,2019,0
North America,US,Alaska,Anchorage,4,12,2019,0
North America,US,Alaska,Anchorage,4,13,2019,0
North America,US,Alaska,Anchorage,4,14,2019,0
North America,US,Alaska,Anchorage,4,15,2019,0
North America,US,Alaska,Anchorage,4,16,2019,0
North America,US,Alaska,Anchorage,4,17,2019,0
North America,US,Alaska,Anchorage,4,18,2019,0
North America,US,Alaska,Anchorage,4,19,2019,0
North America,US,Alaska,Anchorage,4,20,2019,0
North America,US,Alaska,Anchorage,4,21,2019,0
North America,US,Alaska,Anchorage,4,22,2019,0
North America,US,Alaska,Anchorage,4,23,2019,0
North America,US,Alaska,Anchorage,4,24,2019,0
North America,US,Alaska,Anchorage,4,25,2019,0
North America,US,Alaska,Anchorage,4,26,2019,0
North America,US,Alaska,Anchorage,4,27,2019,0
North America,US,Alaska,Anchorage,4,28,2019,0
North America,US,Alaska,Anchorage,4,29,2019,0
North America,US,Alaska,Anchorage,4,30,2019,0
North America,US,Alaska,Anchorage,5,1,2019,0
North America,US,Alaska,Anchorage,5,2,2019,0
North America,US,Alaska,Anchorage,5,3,2019,0
North America,US,Alaska,Anchorage,5,4,2019,0
North America,US,Alaska,Anchorage,5,5,2019,0
North America,US,Alaska,Anchorage,5,6,2019,0
North America,US,Alaska,Anchorage,5,7,2019,0
North America,US,Alaska,Anchorage,5,8,2019,0
North America,US,Alaska,Anchorage,5,9,2019,0
North America,US,Alaska,Anchorage,5,10,2019,0
North America,US,Alaska,Anchorage,5,11,2019,0
North America,US,Alaska,Anchorage,5,12,2019,0
North America,US,Alaska,Anchorage,5,13,2019,0
North America,US,Alaska,Anchorage,5,14,2019,0
North America,US,Alaska,Anchorage,5,15,2019,0
North America,US,Alaska,Anchorage,5,16,2019,0
North America,US,Alaska,Anchorage,5,17,2019,0
North America,US,Alaska,Anchorage,5,18,2019,0
North America,US,Alaska,Anchorage,5,19,2019,0
North America,US,Alaska,Anchorage,5,20,2019,0
North America,US,Alaska,Anchorage,5,21,2019,0
North America,US,Alaska,Anchorage,5,22,2019,0
North America,US,Alaska,Anchorage,5,23,2019,0
North America,US,Alaska,Anchorage,5,24,2019,0
North America,US,Alaska,Anchorage,5,25,2019,0
North America,US,Alaska,Anchorage,5,26,2019,0
North America,US,Alaska,Anchorage,5,27,2019,0
North America,US,Alaska,Anchorage,5,28,2019,0
North America,US,Alaska,Anchorage,5,29,2019,0
North America,US,Alaska,Anchorage,5,30,2019,0
North America,US,Alaska,Anchorage,5,31,2019,0
North America,US,Alaska,Anchorage,6,1,2019,0
North America,US,Alaska,Anchorage,6,2,2019,0
North America,US,Alaska,Anchorage,6,3,2019,0
North America,US,Alaska,Anchorage,6,4,2019,0
North America,US,Alaska,Anchorage,6,5,2019,0
North America,US,Alaska,Anchorage,6,6,2019,0
North America,US,Alaska,Anchorage,6,7,2019,0
North America,US,Alaska,Anchorage,6,8,2019,0
North America,US,Alaska,Anchorage,6,9,2019,0
North America,US,Alaska,Anchorage,6,10,2019,0
North America,US,Alaska,Anchorage,6,11,2019,0
North America,US,Alaska,Anchorage,6,12,2019,0
North America,US,Alaska,Anchorage,6,13,2019,0
North America,US,Alaska,Anchorage,6,14,2019,0
North America,US,Alaska,Anchorage,6,15,2019,0
North America,US,Alaska,Anchorage,6,16,2019,0
North America,US,Alaska,Anchorage,6,17,2019,0
North America,US,Alaska,Anchorage,6,18,2019,0
North America,US,Alaska,Anchorage,6,19,2019,0
North America,US,Alaska,Anchorage,6,20,2019,0
North America,US,Alaska,Anchorage,6,21,2019,0
North America,US,Alaska,Anchorage,6,22,2019,0
North America,US,Alaska,Anchorage,6,23,2019,0
North America,US,Alaska,Anchorage,6,24,2019,0
North America,US,Alaska,Anchorage,6,25,2019,0
North America,US,Alaska,Anchorage,6,26,2019,0
North America,US,Alaska,Anchorage,6,27,2019,0
North America,US,Alaska,Anchorage,6,28,2019,0
North America,US,Alaska,Anchorage,6,29,2019,0
North America,US,Alaska,Anchorage,6,30,2019,0
North America,US,Alaska,Anchorage,7,1,2019,0
North America,US,Alaska,Anchorage,7,2,2019,0
North America,US,Alaska,Anchorage,7,3,2019,0
North America,US,Alaska,Anchorage,7,4,2019,0
North America,US,Alaska,Anchorage,7,5,2019,0
North America,US,Alaska,Anchorage,7,6,2019,0
North America,US,Alaska,Anchorage,7,7,2019,0
North America,US,Alaska,Anchorage,7,8,2019,0
North America,US,Alaska,Anchorage,7,9,2019,0
North America,US,Alaska,Anchorage,7,10,2019,0
North America,US,Alaska,Anchorage,7,11,2019,0
North America,US,Alaska,Anchorage,7,12,2019,0
North America,US,Alaska,Anchorage,7,13,2019,0
North America,US,Alaska,Anchorage,7,14,2019,0
North America,US,Alaska,Anchorage,7,15,2019,0
North America,US,Alaska,Anchorage,7,16,2019,0
North America,US,Alaska,Anchorage,7,17,2019,0
North America,US,Alaska,Anchorage,7,18,2019,0
North America,US,Alaska,Anchorage,7,19,2019,0
North America,US,Alaska,Anchorage,7,20,2019,0
North America,US,Alaska,Anchorage,7,21,2019,0
North America,US,Alaska,Anchorage,7,22,2019,0
North America,US,Alaska,Anchorage,7,23,2019,0
North America,US,Alaska,Anchorage,7,24,2019,0
North America,US,Alaska,Anchorage,7,25,2019,0
North America,US,Alaska,Anchorage,7,26,2019,0
North America,US,Alaska,Anchorage,7,27,2019,0
North America,US,Alaska,Anchorage,7,28,2019,0
North America,US,Alaska,Anchorage,7,29,2019,0
North America,US,Alaska,Anchorage,7,30,2019,0
North America,US,Alaska,Anchorage,7,31,2019,0
North America,US,Alaska,Anchorage,8,1,2019,0
North America,US,Alaska,Anchorage,8,2,2019,0
North America,US,Alaska,Anchorage,8,3,2019,0
North America,US,Alaska,Anchorage,8,4,2019,0
North America,US,Alaska,Anchorage,8,5,2019,0
North America,US,Alaska,Anchorage,8,6,2019,0
North America,US,Alaska,Anchorage,8,7,2019,0
North America,US,Alaska,Anchorage,8,8,2019,0
North America,US,Alaska,Anchorage,8,9,2019,0
North America,US,Alaska,Anchorage,8,10,2019,0
North America,US,Alaska,Anchorage,8,11,2019,0
North America,US,Alaska,Anchorage,8,12,2019,0
North America,US,Alaska,Anchorage,8,13,2019,0
North America,US,Alaska,Anchorage,8,14,2019,0
North America,US,Alaska,Anchorage,8,15,2019,0
North America,US,Alaska,Anchorage,8,16,2019,0
North America,US,Alaska,Anchorage,8,17,2019,0
North America,US,Alaska,Anchorage,8,18,2019,0
North America,US,Alaska,Anchorage,8,19,2019,0
North America,US,Alaska,Anchorage,8,20,2019,0
North America,US,Alaska,Anchorage,8,21,2019,0
North America,US,Alaska,Anchorage,8,22,2019,0
North America,US,Alaska,Anchorage,8,23,2019,0
North America,US,Alaska,Anchorage,8,24,2019,0
North America,US,Alaska,Anchorage,8,25,2019,0
North America,US,Alaska,Anchorage,8,26,2019,0
North America,US,Alaska,Anchorage,8,27,2019,0
North America,US,Alaska,Anchorage,8,28,2019,0
North America,US,Alaska,Anchorage,8,29,2019,0
North America,US,Alaska,Anchorage,8,30,2019,0
North America,US,Alaska,Anchorage,8,31,2019,0
North America,US,Alaska,Anchorage,9,1,2019,0
North America,US,Alaska,Anchorage,9,2,2019,0
North America,US,Alaska,Anchorage,9,3,2019,0
North America,US,Alaska,Anchorage,9,4,2019,0
North America,US,Alaska,Anchorage,9,5,2019,0
North America,US,Alaska,Anchorage,9,6,2019,0
North America,US,Alaska,Anchorage,9,7,2019,0
North America,US,Alaska,Anchorage,9,8,2019,0
North America,US,Alaska,Anchorage,9,9,2019,0
North America,US,Alaska,Anchorage,9,10,2019,0
North America,US,Alaska,Anchorage,9,11,2019,0
North America,US,Alaska,Anchorage,9,12,2019,0
North America,US,Alaska,Anchorage,9,13,2019,0
North America,US,Alaska,Anchorage,9,14,2019,0
North America,US,Alaska,Anchorage,9,15,2019,0
North America,US,Alaska,Anchorage,9,16,2019,0
North America,US,Alaska,Anchorage,9,17,2019,0
North America,US,Alaska,Anchorage,9,18,2019,0
North America,US,Alaska,Anchorage,9,19,2019,0
North America,US,Alaska,Anchorage,9,20,2019,0
North America,US,Alaska,Anchorage,9,21,2019,0
North America,US,Alaska,Anchorage,9,22,2019,0
North America,US,Alaska,Anchorage,9,23,2019,0
North America,US,Alaska,Anchorage,9,24,2019,0
North America,US,Alaska,Anchorage,9,25,2019,0
North America,US,Alaska,Anchorage,9,26,2019,0
North America,US,Alaska,Anchorage,9,27,2019,0
North America,US,Alaska,Anchorage,9,28,2019,0
North America,US,Alaska,Anchorage,9,29,2019,0
North America,US,Alaska,Anchorage,9,30,2019,0
North America,US,Alaska,Anchorage,10,1,2019,0
North America,US,Alaska,Anchorage,10,2,2019,0
North America,US,Alaska,Anchorage,10,3,2019,0
North America,US,Alaska,Anchorage,10,4,2019,0
North America,US,Alaska,Anchorage,10,5,2019,0
North America,US,Alaska,Anchorage,10,6,2019,0
North America,US,Alaska,Anchorage,10,7,2019,0
North America,US,Alaska,Anchorage,10,8,2019,0
North America,US,Alaska,Anchorage,10,9,2019,0
North America,US,Alaska,Anchorage,10,10,2019,0
North America,US,Alaska,Anchorage,10,11,2019,0
North America,US,Alaska,Anchorage,10,12,2019,0
North America,US,Alaska,Anchorage,10,13,2019,0
North America,US,Alaska,Anchorage,10,14,2019,0
North America,US,Alaska,Anchorage,10,15,2019,0
North America,US,Alaska,Anchorage,10,16,2019,0
North America,US,Alaska,Anchorage,10,17,2019,0
North America,US,Alaska,Anchorage,10,18,2019,0
North America,US,Alaska,Anchorage,10,19,2019,0
North America,US,Alaska,Anchorage,10,20,2019,0
North America,US,Alaska,Anchorage,10,21,2019,0
North America,US,Alaska,Anchorage,10,22,2019,0
North America,US,Alaska,Anchorage,10,23,2019,0
North America,US,Alaska,Anchorage,10,24,2019,0
North America,US,Alaska,Anchorage,10,25,2019,0
North America,US,Alaska,Anchorage,10,26,2019,0
North America,US,Alaska,Anchorage,10,27,2019,0
North America,US,Alaska,Anchorage,10,28,2019,0
North America,US,Alaska,Anchorage,10,29,2019,0
North America,US,Alaska,Anchorage,10,30,2019,0
North America,US,Alaska,Anchorage,10,31,2019,0
North America,US,Alaska,Anchorage,11,1,2019,0
North America,US,Alaska,Anchorage,11,2,2019,0
North America,US,Alaska,Anchorage,11,3,2019,0
North America,US,Alaska,Anchorage,11,4,2019,0
North America,US,Alaska,Anchorage,11,5,2019,0
North America,US,Alaska,Anchorage,11,6,2019,0
North America,US,Alaska,Anchorage,11,7,2019,0
North America,US,Alaska,Anchorage,11,8,2019,0
North America,US,Alaska,Anchorage,11,9,2019,0
North America,US,Alaska,Anchorage,11,10,2019,0
North America,US,Alaska,Anchorage,11,11,2019,0
North America,US,Alaska,Anchorage,11,12,2019,0
North America,US,Alaska,Anchorage,11,13,2019,0
North America,US,Alaska,Anchorage,11,14,2019,0
North America,US,Alaska,Anchorage,11,15,2019,0
North America,US,Alaska,Anchorage,11,16,2019,0
North America,US,Alaska,Anchorage,11,17,2019,0
North America,US,Alaska,Anchorage,11,18,2019,0
North America,US,Alaska,Anchorage,11,19,2019,0
North America,US,Alaska,Anchorage,11,20,2019,0
North America,US,Alaska,Anchorage,11,21,2019,0
North America,US,Alaska,Anchorage,11,22,2019,0
North America,US,Alaska,Anchorage,11,23,2019,0
North America,US,Alaska,Anchorage,11,24,2019,0
North America,US,Alaska,Anchorage,11,25,2019,0
North America,US,Alaska,Anchorage,11,26,2019,0
North America,US,Alaska,Anchorage,11,27,2019,0
North America,US,Alaska,Anchorage,11,28,2019,0
North America,US,Alaska,Anchorage,11,29,2019,0
North America,US,Alaska,Anchorage,11,30,2019,0
North America,US,Alaska,Anchorage,12,1,2019,0
North America,US,Alaska,Anchorage,12,2,2019,0
North America,US,Alaska,Anchorage,12,3,2019,0
North America,US,Alaska,Anchorage,12,4,2019,0
North America,US,Alaska,Anchorage,12,5,2019,0
North America,US,Alaska,Anchorage,12,6,2019,0
North America,US,Alaska,Anchorage,12,7,2019,0
North America,US,Alaska,Anchorage,12,8,2019,0
North America,US,Alaska,Anchorage,12,9,2019,0
North America,US,Alaska,Anchorage,12,10,2019,0
North America,US,Alaska,Anchorage,12,11,2019,0
North America,US,Alaska,Anchorage,12,12,2019,0
North America,US,Alaska,Anchorage,12,13,2019,0
North America,US,Alaska,Anchorage,12,14,2019,0
North America,US,Alaska,Anchorage,12,15,2019,0
North America,US,Alaska,Anchorage,12,16,2019,0
North America,US,Alaska,Anchorage,12,17,2019,0
North America,US,Alaska,Anchorage,12,18,2019,0
North America,US,Alaska,Anchorage,12,19,2019,0
North America,US,Alaska,Anchorage,12,20,2019,0
North America,US,Alaska,Anchorage,12,21,2019,0
North America,US,Alaska,Anchorage,12,22,2019,0
North America,US,Alaska,Anchorage,12,23,2019,0
North America,US,Alaska,Anchorage,12,24,2019,0
North America,US,Alaska,Anchorage,12,25,2019,0
North America,US,Alaska,Anchorage,12,26,2019,0
North America,US,Alaska,Anchorage,12,27,2019,0
North America,US,Alaska,Anchorage,12,28,2019,0
North America,US,Alaska,Anchorage,12,29,2019,0
North America,US,Alaska,Anchorage,12,30,2019,0
North America,US,Alaska,Anchorage,12,31,2019,0
North America,US,Alaska,Anchorage,1,1,2020,0
North America,US,Alaska,Anchorage,1,2,2020,0
North America,US,Alaska,Anchorage,1,3,2020,0
North America,US,Alaska,Anchorage,1,4,2020,0
North America,US,Alaska,Anchorage,1,5,2020,0
North America,US,Alaska,Anchorage,1,6,2020,0
North America,US,Alaska,Anchorage,1,7,2020,0
North America,US,Alaska,Anchorage,1,8,2020,0
North America,US,Alaska,Anchorage,1,9,2020,0
North America,US,Alaska,Anchorage,1,10,2020,0
North America,US,Alaska,Anchorage,1,11,2020,0
North America,US,Alaska,Anchorage,1,12,2020,0
North America,US,Alaska,Anchorage,1,13,2020,0
North America,US,Alaska,Anchorage,1,14,2020,0
North America,US,Alaska,Anchorage,1,15,2020,0
North America,US,Alaska,Anchorage,1,16,2020,0
North America,US,Alaska,Anchorage,1,17,2020,0
North America,US,Alaska,Anchorage,1,18,2020,0
North America,US,Alaska,Anchorage,1,19,2020,0
North America,US,Alaska,Anchorage,1,20,2020,0
North America,US,Alaska,Anchorage,1,21,2020,0
North America,US,Alaska,Anchorage,1,22,2020,0
North America,US,Alaska,Anchorage,1,23,2020,0
North America,US,Alaska,Anchorage,1,24,2020,0
North America,US,Alaska,Anchorage,1,25,2020,0
North America,US,Alaska,Anchorage,1,26,2020,0
North America,US,Alaska,Anchorage,1,27,2020,0
North America,US,Alaska,Anchorage,1,28,2020,0
North America,US,Alaska,Anchorage,1,29,2020,0
North America,US,Alaska,Anchorage,1,30,2020,0
North America,US,Alaska,Anchorage,1,31,2020,0
North America,US,Alaska,Anchorage,2,1,2020,0
North America,US,Alaska,Anchorage,2,2,2020,0
North America,US,Alaska,Anchorage,2,3,2020,0
North America,US,Alaska,Anchorage,2,4,2020,0
North America,US,Alaska,Anchorage,2,5,2020,0
North America,US,Alaska,Anchorage,2,6,2020,0
North America,US,Alaska,Anchorage,2,7,2020,0
North America,US,Alaska,Anchorage,2,8,2020,0
North America,US,Alaska,Anchorage,2,9,2020,0
North America,US,Alaska,Anchorage,2,10,2020,0
North America,US,Alaska,Anchorage,2,11,2020,0
North America,US,Alaska,Anchorage,2,12,2020,0
North America,US,Alaska,Anchorage,2,13,2020,0
North America,US,Alaska,Anchorage,2,14,2020,0
North America,US,Alaska,Anchorage,2,15,2020,0
North America,US,Alaska,Anchorage,2,16,2020,0
North America,US,Alaska,Anchorage,2,17,2020,0
North America,US,Alaska,Anchorage,2,18,2020,0
North America,US,Alaska,Anchorage,2,19,2020,0
North America,US,Alaska,Anchorage,2,20,2020,0
North America,US,Alaska,Anchorage,2,21,2020,0
North America,US,Alaska,Anchorage,2,22,2020,0
North America,US,Alaska,Anchorage,2,23,2020,0
North America,US,Alaska,Anchorage,2,24,2020,0
North America,US,Alaska,Anchorage,2,25,2020,0
North America,US,Alaska,Anchorage,2,26,2020,0
North America,US,Alaska,Anchorage,2,27,2020,0
North America,US,Alaska,Anchorage,2,28,2020,0
North America,US,Alaska,Anchorage,2,29,2020,0
North America,US,Alaska,Anchorage,3,1,2020,0
North America,US,Alaska,Anchorage,3,2,2020,0
North America,US,Alaska,Anchorage,3,3,2020,0
North America,US,Alaska,Anchorage,3,4,2020,0
North America,US,Alaska,Anchorage,3,5,2020,0
North America,US,Alaska,Anchorage,3,6,2020,0
North America,US,Alaska,Anchorage,3,7,2020,0
North America,US,Alaska,Anchorage,3,8,2020,0
North America,US,Alaska,Anchorage,3,9,2020,0
North America,US,Alaska,Anchorage,3,10,2020,0
North America,US,Alaska,Anchorage,3,11,2020,0
North America,US,Alaska,Anchorage,3,12,2020,0
North America,US,Alaska,Anchorage,3,13,2020,0
North America,US,Alaska,Anchorage,3,14,2020,0
North America,US,Alaska,Anchorage,3,15,2020,0
North America,US,Alaska,Anchorage,3,16,2020,0
North America,US,Alaska,Anchorage,3,17,2020,0
North America,US,Alaska,Anchorage,3,18,2020,0
North America,US,Alaska,Anchorage,3,19,2020,0
North America,US,Alaska,Anchorage,3,20,2020,0
North America,US,Alaska,Anchorage,3,21,2020,0
North America,US,Alaska,Anchorage,3,22,2020,0
North America,US,Alaska,Anchorage,3,23,2020,0
North America,US,Alaska,Anchorage,3,24,2020,0
North America,US,Alaska,Anchorage,3,25,2020,0
North America,US,Alaska,Anchorage,3,26,2020,0
North America,US,Alaska,Anchorage,3,27,2020,0
North America,US,Alaska,Anchorage,3,28,2020,0
North America,US,Alaska,Anchorage,3,29,2020,0
North America,US,Alaska,Anchorage,3,30,2020,0
North America,US,Alaska,Anchorage,3,31,2020,0
North America,US,Alaska,Anchorage,4,1,2020,0
North America,US,Alaska,Anchorage,4,2,2020,0
North America,US,Alaska,Anchorage,4,3,2020,0
North America,US,Alaska,Anchorage,4,4,2020,0
North America,US,Alaska,Anchorage,4,5,2020,0
North America,US,Alaska,Anchorage,4,6,2020,0
North America,US,Alaska,Anchorage,4,7,2020,0
North America,US,Alaska,Anchorage,4,8,2020,0
North America,US,Alaska,Anchorage,4,9,2020,0
North America,US,Alaska,Anchorage,4,10,2020,0
North America,US,Alaska,Anchorage,4,11,2020,0
North America,US,Alaska,Anchorage,4,12,2020,0
North America,US,Alaska,Anchorage,4,13,2020,0
North America,US,Alaska,Anchorage,4,14,2020,0
North America,US,Alaska,Anchorage,4,15,2020,0
North America,US,Alaska,Anchorage,4,16,2020,0
North America,US,Alaska,Anchorage,4,17,2020,0
North America,US,Alaska,Anchorage,4,18,2020,0
North America,US,Alaska,Anchorage,4,19,2020,0
North America,US,Alaska,Anchorage,4,20,2020,0
North America,US,Alaska,Anchorage,4,21,2020,0
North America,US,Alaska,Anchorage,4,22,2020,0
North America,US,Alaska,Anchorage,4,23,2020,0
North America,US,Alaska,Anchorage,4,24,2020,0
North America,US,Alaska,Anchorage,4,25,2020,0
North America,US,Alaska,Anchorage,4,26,2020,0
North America,US,Alaska,Anchorage,4,27,2020,0
North America,US,Alaska,Anchorage,4,28,2020,0
North America,US,Alaska,Anchorage,4,29,2020,0
North America,US,Alaska,Anchorage,4,30,2020,0
North America,US,Alaska,Anchorage,5,1,2020,0
North America,US,Alaska,Anchorage,5,2,2020,0
North America,US,Alaska,Anchorage,5,3,2020,0
North America,US,Alaska,Anchorage,5,4,2020,0
North America,US,Alaska,Anchorage,5,5,2020,0
North America,US,Alaska,Anchorage,5,6,2020,0
North America,US,Alaska,Anchorage,5,7,2020,0
North America,US,Alaska,Anchorage,5,8,2020,0
North America,US,Alaska,Anchorage,5,9,2020,0
North America,US,Alaska,Anchorage,5,10,2020,0
North America,US,Alaska,Anchorage,5,11,2020,0
North America,US,Alaska,Anchorage,5,12,2020,0
North America,US,Alaska,Anchorage,5,13,2020,0
